restaurant,reviewer,review,rating,metadata,time,year,length,word_count,suspicious_len,suspicious_dup,possible_ai,restaurant_name,rating_value,category,keywords
Beyond Flavours,Jaya Phaneendra,soumen das waited our table thanks buddy for a great service will visit soon soumen das waited our table thanks buddy for a great service will visit soonsoumen das waited our table thanks buddy for a great service will visit soon soumen das waited our table thanks buddy for a great service will visit soon,5,"2 Reviews , 1 Follower",2019-05-17 22:17:00,2019,306,55,False,False,False,Beyond Flavours,5,General,"['waited', 'thanks', 'table']"
Arena Eleven,Vasanthi Singampalli,arena eleven nestled in sln terminus gachibowli is a sportsthemed bar and restaurant with live screenings all around with two large screens and three televisions no matter where your table is you will be able to catch all the sporting action during the day the clarity of the large screens is lower because of the bright light from the glass panes the best part of the outdoor seating section is that it is located just beside the botanical garden with a sumptuous view of the green cover perfect to enjoy the cool breeze watch a match and hang out with friends the bar menu offers an extensive range of classic cocktails with a good variety of imported spirits and liqueur they serve a widespread buffet with an array of mains the starters will be served to the table in the starters we tried the sizzling tikka platter which consists of chicken tandoori lemon pepper chicken tangdi chicken paneer tikka veg seekh kabab and fish tikka tangdi chicken made a perfect starter soft and succulent chicken legs coated with a host of spices and grilled to perfection fish tikka was melting in the mouth with good flavors in veg dont miss out in paneer tikka it was so soft and properly cooked with the right amount of spices infused veg seekh kebab was good when we had it for the first time but when ordered for the next time it was very dry apart from the tikka platter we tried chicken 65 honey chili wings salt and pepper prawns chili fish and masala fries i loved all of them in the main course from the buffet they have two nonveg curries and two veg curries and assorted bread curries tasted delightful with rich gravy and spices on point ordered and tried their thai veg curry which disappointed me as it was too sweet chicken tikka biryani is a hit it was as tasty as it looks it was very different from the regular hyderabadi biryani yet very delicious tried the butter chicken masala pizza though the toppings were great the prebaked base which they used dropped the taste from desserts they have gajar halwa and rice kheer tasted okish not so great drinks need some improvements as some are very sweet if improved on the glitches in the food and drinks its a great place to eat drink socialize and watch your favourite sports live,4,"78 Reviews , 181 Followers",2019-04-24 13:15:00,2019,2236,404,False,False,False,Arena Eleven,4,Italian,"['tikka', 'chicken', 'curries']"
Karachi Bakery,Gourmet_stan(Soumya Sagarika Nayak),totally loved the cookies amazing cookies with affordable price tried osmaniakeshar pista fruits cookies and many varieties of candies loved them all,5,"163 Reviews , 1204 Followers",2019-03-28 10:33:00,2019,149,22,False,False,False,Karachi Bakery,5,Dessert,"['cookies', 'loved', 'pista']"
The Old Madras Baking Company,Ankita Thakur,limited menu but whatever is there is great usually crowded takes some time to get the food to you only for coffee 5 stars ambience goodinside and outdoor seating available,4,"8 Reviews , 8 Followers",2019-03-10 14:10:00,2019,172,30,False,False,False,The Old Madras Baking Company,4,Cafe,"['takes', 'stars', 'usually']"
Gal Punjab Di,Manojkumar D Nambisan,good food combinations and taste decent service however the location of the restaurant could have been better the quantity is relatively less for the price,4,"29 Reviews , 11 Followers",2019-02-16 12:41:00,2019,155,25,False,False,False,Gal Punjab Di,4,General,"['location', 'decent', 'price']"
The Lal Street - Bar Exchange,Rajsi Gaikwad,even though this place is huge we couldnt find a place to sit initially around 1030 we finally got a place to sit the food and the bar here is good and service was prompt once you get a table the dj played some nice bollywood songs overall its a nice place but id recommend to book a table before you go here if you are planning to visit on weekends,4,"50 Reviews , 69 Followers",2019-03-27 00:27:00,2019,349,71,False,False,False,The Lal Street - Bar Exchange,4,Bar,"['sit', 'table', 'place']"
Pot Pourri,Lovely Sharma,we went to pot pourri as usual like a very good restaurant ambiance is really good although i am not very big fan of south indian food but hatts off to your chef food is really good we shall come back again,4,"52 Reviews , 527 Followers",2019-02-17 11:06:00,2019,206,42,False,False,False,Pot Pourri,4,Indian,"['really', 'usual', 'south']"
13 Dhaba,Andy,i ordered butter rotis but got plain rotis and tasted vary dry,4,"1 Review , 1 Follower",2019-01-31 13:35:00,2019,62,12,False,False,False,13 Dhaba,4,General,"['rotis', 'plain', 'dry']"
La La Land - Bar & Kitchen,Dbs Gyale,be polite and friendly staff food is very good and dj dance floor is very nice me and my friends very happy so noce place the best pub in the hyderabad city wow thanks all staff,5,"7 Reviews , 29 Followers",2018-11-09 16:00:00,2018,177,36,False,False,False,La La Land - Bar & Kitchen,5,Bar,"['staff', 'wow', 'pub']"
Hyper Local,Panchlal Kumar,so quit place nice food butter chicken momos mutton shrek kabab pasta verry fast service verry fraindly staf thanks roshan coming agen and agen,5,"1 Review , 2 Followers",2019-03-19 17:38:00,2019,143,24,False,False,False,Hyper Local,5,Italian,"['kabab', 'momos', 'fast']"
American Wild Wings,Ammar KanchWala,visit by invite located in a buzy spot this joint has definitely some good food to offer we tried a host of items from the menu starting off with chicken nuggets which were the show stopper next up we had chicken wings which to be honest didnt excite us too much apart from the barbeque chicken wings fried chicken burger had a tender and juicy patty served along some good french fries chicken popcorn were a major disappointment and the raw material used didnt look fresh chicken drumsticks gave nice visual as well as taste appeal to keep the show running we had caesar salad on the side which definetly requires a revamp and the joint can play with salad dressings spices rather than having it served just with mayo in the end we had biryani which gets served under the brand of fireblast biryani this biryani has still a long way to go and in order to beat the best of biryanis in town need some more experiments with flavors while food here is decent the ambiance requires immideat attention the entrace was cluttered and the back of counter was clogged with unwanted items a bit of touch up in both food and ambiance can turn this into a 5 star rating experience thewandererfoodies thewandererfoodieswordpresscom,4,"41 Reviews , 752 Followers",2019-05-22 06:55:00,2019,1219,216,False,False,False,American Wild Wings,4,Indian,"['chicken', 'joint', 'served']"
Club Rogue,Raja Srivathsav,cheap place really bad service this place has a quiet weird rule if you show your office id card theyll not be charging a cover amount else youll have to pay a cover charge the bar attenders are so ill mannered i was almost about to slap one if you cant talk to a customer politely then maybe you should not work at a bar ive asked for a budweiser but he gave me a kingfisher and then insisted that i ordered kingfisher im okay with the argument part but he said drink it or get out which made me furious food was average and served medium hot i think i was served someone elses cancelled order item music was terrible there was some desi dj who was playing songs out of youtube and there was no quality mixing ambience 3 service 0 management 0 will i visit this place never will i recommend this place hell no,1,"43 Reviews , 93 Followers",2019-04-12 03:08:00,2019,810,158,False,False,False,Club Rogue,1,Seafood,"['bar', 'place', 'served']"
Hitech Bawarchi Food Zone,Dj Sooraj,delivery system is too bad fuc,1,"4 Reviews , 417 Followers",2018-08-16 14:35:00,2018,30,6,False,False,False,Hitech Bawarchi Food Zone,1,General,"['delivery', 'bad', 'given']"
Barbeque Nation,Smruti Ranjan Mishra,qutub yasin it was really an awesome experience with these guys he was really friendly and we had a very good conversation him i will come back hungry for more,5,"1 Review , 10 Followers",2018-07-15 23:34:00,2018,159,30,False,False,False,Barbeque Nation,5,Bar,"['really', 'hungry', 'guys']"
Marsala Food Company,Rakesh ( TripAnzo ),sharing my experience at marsala food company as soon as you enter just have a look at the the roof decor its just amazing and when you get in further to the seating area youll find the regular dinning tables and chairs and then youll also find couches and tables well as this place serves arabian food specifically for mandi ppl some ppl prefer seating on the couches and making themselves comfortable while enjoying their meal the decor is decent and the service was also good let me start with the food review now so i had arabian chicken soup which was so rich and creamy next i got my hands on their starters like chicken pahadi kkebab chicken banjara kebab kung pao mushroom paneer papdi kebab veg seekh kebab dragon chicken lahori chicken kebab all the kebabs were fine what i liked the most among the starters were kung pao mushroom dragon chicken and banjara kebab and i felt that the veg seekh kebab was a bit dry and had no flavours apart from that everything was really delicious getting into the main course now i tried mutton juicy mandi chicken tangdi mandi and grilled fish mandi i personally liked chicken tangdi mandi as the chicken was well marinated and spicy as i love spicy food treating myself with the milkshakes and desserts now in milkshakes i tried chocolate butterscotch and kitkat i liked the kitkat one it was so deliciously topped with a scoop of icecream and then kitkat as a cherry on the top and in desserts i had gajar ka halwa double ka meetha and kaddu ki kheer i liked kaddu ki kheer the most there was no major difference between gajar ka halwa and double ka meetha my overall experience was good the staff were friendly and cooperative all i would like to say is its a good place to hangout with your friends for a proper arabian meal,5,"58 Reviews , 564 Followers",2019-03-16 01:33:00,2019,1774,324,False,False,False,Marsala Food Company,5,Seafood,"['kebab', 'mandi', 'chicken']"
